Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2026487,Java Developer,Amazon,MNC,Consulting,Delhi,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.3,Hibernate,M.Tech/M.E.,2,175,3.7,2024-12-05
IND2026487,Java Developer,Amazon,MNC,Consulting,Delhi,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.3,Maven,M.Tech/M.E.,2,175,3.7,2024-12-05
IND2026487,Java Developer,Amazon,MNC,Consulting,Delhi,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.3,REST APIs,M.Tech/M.E.,2,175,3.7,2024-12-05
IND2026488,Data Scientist,TCS,MNC,Information Technology,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,10.8,SQL,MCA,2,134,3.6,2025-04-01
IND2026488,Data Scientist,TCS,MNC,Information Technology,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,10.8,Deep Learning,MCA,2,134,3.6,2025-04-01
IND2026488,Data Scientist,TCS,MNC,Information Technology,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,10.8,Pandas,MCA,2,134,3.6,2025-04-01
IND2026489,Business Analyst,Hasura,Startup,Information Technology,Remote,Remote,Fresher (0-1 yr),Contract,Hybrid,5.7,SQL,M.Tech/M.E.,3,278,3.4,2025-07-21
IND2026489,Business Analyst,Hasura,Startup,Information Technology,Remote,Remote,Fresher (0-1 yr),Contract,Hybrid,5.7,Power BI,M.Tech/M.E.,3,278,3.4,2025-07-21
IND2026489,Business Analyst,Hasura,Startup,Information Technology,Remote,Remote,Fresher (0-1 yr),Contract,Hybrid,5.7,Excel,M.Tech/M.E.,3,278,3.4,2025-07-21
IND2026490,Software Engineer,Oracle,MNC,Banking & Finance,Lucknow,Tier 2,Mid (3-6 yrs),Contract,On-Site,16.0,Data Structures,MBA,15,768,3.4,2025-11-02
IND2026490,Software Engineer,Oracle,MNC,Banking & Finance,Lucknow,Tier 2,Mid (3-6 yrs),Contract,On-Site,16.0,Java,MBA,15,768,3.4,2025-11-02
IND2026490,Software Engineer,Oracle,MNC,Banking & Finance,Lucknow,Tier 2,Mid (3-6 yrs),Contract,On-Site,16.0,Algorithms,MBA,15,768,3.4,2025-11-02
IND2026490,Software Engineer,Oracle,MNC,Banking & Finance,Lucknow,Tier 2,Mid (3-6 yrs),Contract,On-Site,16.0,C++,MBA,15,768,3.4,2025-11-02
IND2026491,Data Engineer,Freshworks,Indian Unicorn,E-Commerce,Coimbatore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.9,Kafka,BCA,3,269,3.8,2025-03-02
IND2026491,Data Engineer,Freshworks,Indian Unicorn,E-Commerce,Coimbatore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.9,Airflow,BCA,3,269,3.8,2025-03-02
IND2026491,Data Engineer,Freshworks,Indian Unicorn,E-Commerce,Coimbatore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.9,dbt,BCA,3,269,3.8,2025-03-02
IND2026491,Data Engineer,Freshworks,Indian Unicorn,E-Commerce,Coimbatore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.9,Python,BCA,3,269,3.8,2025-03-02
IND2026492,Machine Learning Engineer,Slice,Startup,Telecom,Bangalore,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,21.3,Python,B.Com + Certification,3,100,4.2,2024-08-15
IND2026492,Machine Learning Engineer,Slice,Startup,Telecom,Bangalore,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,21.3,MLOps,B.Com + Certification,3,100,4.2,2024-08-15
IND2026492,Machine Learning Engineer,Slice,Startup,Telecom,Bangalore,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,21.3,TensorFlow,B.Com + Certification,3,100,4.2,2024-08-15
IND2026492,Machine Learning Engineer,Slice,Startup,Telecom,Bangalore,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,21.3,PyTorch,B.Com + Certification,3,100,4.2,2024-08-15
IND2026493,Software Engineer,Urban Company,Startup,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Part-Time,Hybrid,15.9,REST APIs,B.Tech/B.E.,3,135,3.8,2024-11-13
IND2026493,Software Engineer,Urban Company,Startup,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Part-Time,Hybrid,15.9,Algorithms,B.Tech/B.E.,3,135,3.8,2024-11-13
IND2026493,Software Engineer,Urban Company,Startup,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Part-Time,Hybrid,15.9,C++,B.Tech/B.E.,3,135,3.8,2024-11-13
IND2026493,Software Engineer,Urban Company,Startup,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Part-Time,Hybrid,15.9,Git,B.Tech/B.E.,3,135,3.8,2024-11-13
IND2026494,Technical Lead,ONGC,PSU/Govt,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Hybrid,7.0,System Design,B.Tech/B.E.,3,139,4.1,2025-04-06
IND2026494,Technical Lead,ONGC,PSU/Govt,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Hybrid,7.0,Agile,B.Tech/B.E.,3,139,4.1,2025-04-06
IND2026494,Technical Lead,ONGC,PSU/Govt,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Hybrid,7.0,Team Leadership,B.Tech/B.E.,3,139,4.1,2025-04-06
IND2026494,Technical Lead,ONGC,PSU/Govt,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Hybrid,7.0,Microservices,B.Tech/B.E.,3,139,4.1,2025-04-06
IND2026495,Frontend Developer,Capgemini,MNC,HealthTech,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,19.2,Tailwind CSS,M.Tech/M.E.,3,354,4.1,2026-03-31
IND2026495,Frontend Developer,Capgemini,MNC,HealthTech,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,19.2,React,M.Tech/M.E.,3,354,4.1,2026-03-31
IND2026495,Frontend Developer,Capgemini,MNC,HealthTech,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,19.2,JavaScript,M.Tech/M.E.,3,354,4.1,2026-03-31
IND2026495,Frontend Developer,Capgemini,MNC,HealthTech,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,19.2,TypeScript,M.Tech/M.E.,3,354,4.1,2026-03-31
IND2026496,Product Manager,Zoho,Indian Unicorn,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,25.4,Agile,B.Tech/B.E.,2,108,4.3,2025-09-17
IND2026496,Product Manager,Zoho,Indian Unicorn,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,25.4,Roadmapping,B.Tech/B.E.,2,108,4.3,2025-09-17
IND2026496,Product Manager,Zoho,Indian Unicorn,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,25.4,JIRA,B.Tech/B.E.,2,108,4.3,2025-09-17
IND2026496,Product Manager,Zoho,Indian Unicorn,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,25.4,User Research,B.Tech/B.E.,2,108,4.3,2025-09-17
IND2026496,Product Manager,Zoho,Indian Unicorn,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,25.4,SQL,B.Tech/B.E.,2,108,4.3,2025-09-17
IND2026497,DevOps Engineer,Razorpay,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Hybrid,12.3,AWS,B.Tech/B.E.,1,69,3.5,2026-03-25
IND2026497,DevOps Engineer,Razorpay,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Hybrid,12.3,Jenkins,B.Tech/B.E.,1,69,3.5,2026-03-25
IND2026497,DevOps Engineer,Razorpay,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Hybrid,12.3,Terraform,B.Tech/B.E.,1,69,3.5,2026-03-25
IND2026498,MLOps Engineer,Flipkart,Indian Unicorn,Manufacturing,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,26.9,Airflow,M.Tech/M.E.,1,66,3.2,2024-10-20
IND2026498,MLOps Engineer,Flipkart,Indian Unicorn,Manufacturing,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,26.9,Kubernetes,M.Tech/M.E.,1,66,3.2,2024-10-20
IND2026498,MLOps Engineer,Flipkart,Indian Unicorn,Manufacturing,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,26.9,MLflow,M.Tech/M.E.,1,66,3.2,2024-10-20
IND2026498,MLOps Engineer,Flipkart,Indian Unicorn,Manufacturing,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,26.9,Python,M.Tech/M.E.,1,66,3.2,2024-10-20
IND2026498,MLOps Engineer,Flipkart,Indian Unicorn,Manufacturing,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,26.9,CI/CD,M.Tech/M.E.,1,66,3.2,2024-10-20
IND2026498,MLOps Engineer,Flipkart,Indian Unicorn,Manufacturing,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,26.9,AWS,M.Tech/M.E.,1,66,3.2,2024-10-20
IND2026499,Data Scientist,Ola,Indian Unicorn,Consulting,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,64.9,Pandas,B.Com + Certification,1,102,4.1,2025-02-03
IND2026499,Data Scientist,Ola,Indian Unicorn,Consulting,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,64.9,Machine Learning,B.Com + Certification,1,102,4.1,2025-02-03
IND2026499,Data Scientist,Ola,Indian Unicorn,Consulting,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,64.9,Deep Learning,B.Com + Certification,1,102,4.1,2025-02-03
IND2026500,Software Engineer,Tech Mahindra,MNC,Logistics,Remote,Remote,Mid (3-6 yrs),Contract,Hybrid,18.0,Python,B.Tech/B.E.,10,1078,3.3,2024-10-07
IND2026500,Software Engineer,Tech Mahindra,MNC,Logistics,Remote,Remote,Mid (3-6 yrs),Contract,Hybrid,18.0,Algorithms,B.Tech/B.E.,10,1078,3.3,2024-10-07
IND2026500,Software Engineer,Tech Mahindra,MNC,Logistics,Remote,Remote,Mid (3-6 yrs),Contract,Hybrid,18.0,C++,B.Tech/B.E.,10,1078,3.3,2024-10-07
IND2026501,Full Stack Developer,Freshworks,Indian Unicorn,Consulting,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,AWS,B.Com + Certification,20,1293,3.9,2024-08-24
IND2026501,Full Stack Developer,Freshworks,Indian Unicorn,Consulting,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,Docker,B.Com + Certification,20,1293,3.9,2024-08-24
IND2026501,Full Stack Developer,Freshworks,Indian Unicorn,Consulting,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,MongoDB,B.Com + Certification,20,1293,3.9,2024-08-24
IND2026501,Full Stack Developer,Freshworks,Indian Unicorn,Consulting,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,REST APIs,B.Com + Certification,20,1293,3.9,2024-08-24
IND2026501,Full Stack Developer,Freshworks,Indian Unicorn,Consulting,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,PostgreSQL,B.Com + Certification,20,1293,3.9,2024-08-24
IND2026502,Python Developer,Amazon,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,Hybrid,2.7,PostgreSQL,MCA,1,70,3.7,2026-03-14
IND2026502,Python Developer,Amazon,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,Hybrid,2.7,AWS,MCA,1,70,3.7,2026-03-14
IND2026502,Python Developer,Amazon,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,Hybrid,2.7,Python,MCA,1,70,3.7,2026-03-14
IND2026502,Python Developer,Amazon,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,Hybrid,2.7,Docker,MCA,1,70,3.7,2026-03-14
IND2026503,Data Analyst,Lenskart,Startup,FinTech,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,19.3,Statistics,B.Tech/B.E.,1,79,3.8,2026-03-19
IND2026503,Data Analyst,Lenskart,Startup,FinTech,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,19.3,Power BI,B.Tech/B.E.,1,79,3.8,2026-03-19
IND2026503,Data Analyst,Lenskart,Startup,FinTech,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,19.3,Excel,B.Tech/B.E.,1,79,3.8,2026-03-19
IND2026504,AI Engineer,Slice,Startup,EdTech,Kochi,Tier 2,Lead (10+ yrs),Internship,On-Site,1.5,RAG,BCA,3,299,4.2,2025-01-04
IND2026504,AI Engineer,Slice,Startup,EdTech,Kochi,Tier 2,Lead (10+ yrs),Internship,On-Site,1.5,Vector DBs,BCA,3,299,4.2,2025-01-04
IND2026504,AI Engineer,Slice,Startup,EdTech,Kochi,Tier 2,Lead (10+ yrs),Internship,On-Site,1.5,OpenAI API,BCA,3,299,4.2,2025-01-04
IND2026504,AI Engineer,Slice,Startup,EdTech,Kochi,Tier 2,Lead (10+ yrs),Internship,On-Site,1.5,NLP,BCA,3,299,4.2,2025-01-04
IND2026504,AI Engineer,Slice,Startup,EdTech,Kochi,Tier 2,Lead (10+ yrs),Internship,On-Site,1.5,Python,BCA,3,299,4.2,2025-01-04
IND2026505,Python Developer,Groww,Startup,Consulting,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,19.8,Django,B.Sc (CS/IT),1,73,3.9,2025-10-06
IND2026505,Python Developer,Groww,Startup,Consulting,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,19.8,AWS,B.Sc (CS/IT),1,73,3.9,2025-10-06
IND2026505,Python Developer,Groww,Startup,Consulting,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,19.8,Python,B.Sc (CS/IT),1,73,3.9,2025-10-06
IND2026506,Java Developer,Wipro,MNC,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Contract,On-Site,10.0,REST APIs,MBA,1,109,3.2,2025-06-19
IND2026506,Java Developer,Wipro,MNC,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Contract,On-Site,10.0,Maven,MBA,1,109,3.2,2025-06-19
IND2026506,Java Developer,Wipro,MNC,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Contract,On-Site,10.0,SQL,MBA,1,109,3.2,2025-06-19
IND2026507,Backend Developer,Accenture,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,5.1,PostgreSQL,B.Tech/B.E.,5,177,3.9,2025-11-30
IND2026507,Backend Developer,Accenture,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,5.1,Docker,B.Tech/B.E.,5,177,3.9,2025-11-30
IND2026507,Backend Developer,Accenture,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,5.1,Java,B.Tech/B.E.,5,177,3.9,2025-11-30
IND2026508,Engineering Manager,Chargebee,Startup,Information Technology,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,People Management,B.Tech/B.E.,1,62,4.1,2024-08-29
IND2026508,Engineering Manager,Chargebee,Startup,Information Technology,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,OKRs,B.Tech/B.E.,1,62,4.1,2024-08-29
IND2026508,Engineering Manager,Chargebee,Startup,Information Technology,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,Agile,B.Tech/B.E.,1,62,4.1,2024-08-29
IND2026508,Engineering Manager,Chargebee,Startup,Information Technology,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,Hiring,B.Tech/B.E.,1,62,4.1,2024-08-29
IND2026508,Engineering Manager,Chargebee,Startup,Information Technology,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.2,System Design,B.Tech/B.E.,1,62,4.1,2024-08-29
IND2026509,Data Scientist,PhonePe,Indian Unicorn,Media & Entertainment,Bangalore,Tier 1,Senior (6-10 yrs),Contract,Hybrid,60.8,Statistics,MBA,3,255,3.5,2026-02-22
IND2026509,Data Scientist,PhonePe,Indian Unicorn,Media & Entertainment,Bangalore,Tier 1,Senior (6-10 yrs),Contract,Hybrid,60.8,TensorFlow,MBA,3,255,3.5,2026-02-22
IND2026509,Data Scientist,PhonePe,Indian Unicorn,Media & Entertainment,Bangalore,Tier 1,Senior (6-10 yrs),Contract,Hybrid,60.8,NLP,MBA,3,255,3.5,2026-02-22
IND2026509,Data Scientist,PhonePe,Indian Unicorn,Media & Entertainment,Bangalore,Tier 1,Senior (6-10 yrs),Contract,Hybrid,60.8,Scikit-learn,MBA,3,255,3.5,2026-02-22
IND2026509,Data Scientist,PhonePe,Indian Unicorn,Media & Entertainment,Bangalore,Tier 1,Senior (6-10 yrs),Contract,Hybrid,60.8,Python,MBA,3,255,3.5,2026-02-22
IND2026510,Product Manager,Urban Company,Startup,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,45.0,JIRA,M.Tech/M.E.,1,80,4.2,2025-08-15
IND2026510,Product Manager,Urban Company,Startup,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,45.0,SQL,M.Tech/M.E.,1,80,4.2,2025-08-15
IND2026510,Product Manager,Urban Company,Startup,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,45.0,Agile,M.Tech/M.E.,1,80,4.2,2025-08-15
IND2026510,Product Manager,Urban Company,Startup,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,45.0,Product Strategy,M.Tech/M.E.,1,80,4.2,2025-08-15
IND2026511,Data Analyst,BrowserStack,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.3,Power BI,M.Tech/M.E.,1,95,4.0,2024-11-05
IND2026511,Data Analyst,BrowserStack,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.3,SQL,M.Tech/M.E.,1,95,4.0,2024-11-05
IND2026511,Data Analyst,BrowserStack,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,12.3,Data Visualization,M.Tech/M.E.,1,95,4.0,2024-11-05
IND2026512,Business Analyst,Byju's,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,31.7,Agile,B.Com + Certification,1,114,4.1,2024-09-20
IND2026512,Business Analyst,Byju's,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,31.7,SQL,B.Com + Certification,1,114,4.1,2024-09-20
IND2026512,Business Analyst,Byju's,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,31.7,JIRA,B.Com + Certification,1,114,4.1,2024-09-20
IND2026513,Cloud Engineer,TCS,MNC,EdTech,Bhubaneswar,Tier 2,Fresher (0-1 yr),Contract,Hybrid,3.8,AWS,M.Tech/M.E.,10,915,3.1,2025-07-01
IND2026513,Cloud Engineer,TCS,MNC,EdTech,Bhubaneswar,Tier 2,Fresher (0-1 yr),Contract,Hybrid,3.8,GCP,M.Tech/M.E.,10,915,3.1,2025-07-01
IND2026513,Cloud Engineer,TCS,MNC,EdTech,Bhubaneswar,Tier 2,Fresher (0-1 yr),Contract,Hybrid,3.8,Terraform,M.Tech/M.E.,10,915,3.1,2025-07-01
IND2026513,Cloud Engineer,TCS,MNC,EdTech,Bhubaneswar,Tier 2,Fresher (0-1 yr),Contract,Hybrid,3.8,Linux,M.Tech/M.E.,10,915,3.1,2025-07-01
IND2026514,Research Scientist,PhonePe,Indian Unicorn,Government/PSU,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,24.2,Statistics,B.Tech/B.E.,5,451,3.2,2025-07-15
IND2026514,Research Scientist,PhonePe,Indian Unicorn,Government/PSU,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,24.2,Python,B.Tech/B.E.,5,451,3.2,2025-07-15
IND2026514,Research Scientist,PhonePe,Indian Unicorn,Government/PSU,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,24.2,Publications,B.Tech/B.E.,5,451,3.2,2025-07-15
IND2026514,Research Scientist,PhonePe,Indian Unicorn,Government/PSU,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,24.2,NLP,B.Tech/B.E.,5,451,3.2,2025-07-15
IND2026514,Research Scientist,PhonePe,Indian Unicorn,Government/PSU,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,24.2,R,B.Tech/B.E.,5,451,3.2,2025-07-15
IND2026515,Product Manager,Flipkart,Indian Unicorn,HealthTech,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,16.1,SQL,M.Tech/M.E.,2,49,3.8,2025-05-27
IND2026515,Product Manager,Flipkart,Indian Unicorn,HealthTech,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,16.1,Agile,M.Tech/M.E.,2,49,3.8,2025-05-27
IND2026515,Product Manager,Flipkart,Indian Unicorn,HealthTech,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,16.1,Roadmapping,M.Tech/M.E.,2,49,3.8,2025-05-27
IND2026515,Product Manager,Flipkart,Indian Unicorn,HealthTech,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,16.1,A/B Testing,M.Tech/M.E.,2,49,3.8,2025-05-27
IND2026515,Product Manager,Flipkart,Indian Unicorn,HealthTech,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,16.1,Product Strategy,M.Tech/M.E.,2,49,3.8,2025-05-27
IND2026516,UI/UX Designer,Slice,Startup,Media & Entertainment,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,6.2,Figma,MCA,2,81,3.6,2025-07-27
IND2026516,UI/UX Designer,Slice,Startup,Media & Entertainment,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,6.2,User Research,MCA,2,81,3.6,2025-07-27
IND2026516,UI/UX Designer,Slice,Startup,Media & Entertainment,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,6.2,Prototyping,MCA,2,81,3.6,2025-07-27
IND2026516,UI/UX Designer,Slice,Startup,Media & Entertainment,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,6.2,Adobe XD,MCA,2,81,3.6,2025-07-27
IND2026516,UI/UX Designer,Slice,Startup,Media & Entertainment,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,6.2,CSS,MCA,2,81,3.6,2025-07-27
IND2026517,Backend Developer,IBM,MNC,EdTech,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,21.8,Python,MCA,2,149,3.9,2025-05-29
IND2026517,Backend Developer,IBM,MNC,EdTech,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,21.8,MongoDB,MCA,2,149,3.9,2025-05-29
IND2026517,Backend Developer,IBM,MNC,EdTech,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,21.8,Java,MCA,2,149,3.9,2025-05-29
IND2026518,Full Stack Developer,CRED,Indian Unicorn,Information Technology,Bangalore,Tier 1,Mid (3-6 yrs),Contract,Hybrid,21.2,React,MBA,5,372,3.5,2025-11-24
IND2026518,Full Stack Developer,CRED,Indian Unicorn,Information Technology,Bangalore,Tier 1,Mid (3-6 yrs),Contract,Hybrid,21.2,Node.js,MBA,5,372,3.5,2025-11-24
IND2026518,Full Stack Developer,CRED,Indian Unicorn,Information Technology,Bangalore,Tier 1,Mid (3-6 yrs),Contract,Hybrid,21.2,Python,MBA,5,372,3.5,2025-11-24
IND2026519,Python Developer,Cognizant,MNC,FinTech,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,40.2,Python,MCA,2,199,2.7,2025-03-17
IND2026519,Python Developer,Cognizant,MNC,FinTech,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,40.2,PostgreSQL,MCA,2,199,2.7,2025-03-17
IND2026519,Python Developer,Cognizant,MNC,FinTech,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,40.2,Django,MCA,2,199,2.7,2025-03-17
IND2026519,Python Developer,Cognizant,MNC,FinTech,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,40.2,REST APIs,MCA,2,199,2.7,2025-03-17
IND2026519,Python Developer,Cognizant,MNC,FinTech,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,40.2,AWS,MCA,2,199,2.7,2025-03-17
IND2026519,Python Developer,Cognizant,MNC,FinTech,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,40.2,Docker,MCA,2,199,2.7,2025-03-17
IND2026520,Machine Learning Engineer,TCS,MNC,HealthTech,Delhi,Tier 1,Lead (10+ yrs),Full-Time,On-Site,50.9,Python,PhD,5,397,3.7,2026-01-03
IND2026520,Machine Learning Engineer,TCS,MNC,HealthTech,Delhi,Tier 1,Lead (10+ yrs),Full-Time,On-Site,50.9,MLOps,PhD,5,397,3.7,2026-01-03
IND2026520,Machine Learning Engineer,TCS,MNC,HealthTech,Delhi,Tier 1,Lead (10+ yrs),Full-Time,On-Site,50.9,Docker,PhD,5,397,3.7,2026-01-03
IND2026520,Machine Learning Engineer,TCS,MNC,HealthTech,Delhi,Tier 1,Lead (10+ yrs),Full-Time,On-Site,50.9,AWS,PhD,5,397,3.7,2026-01-03
IND2026520,Machine Learning Engineer,TCS,MNC,HealthTech,Delhi,Tier 1,Lead (10+ yrs),Full-Time,On-Site,50.9,TensorFlow,PhD,5,397,3.7,2026-01-03
IND2026521,Business Analyst,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,16.0,SQL,M.Tech/M.E.,1,53,3.5,2025-03-26
IND2026521,Business Analyst,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,16.0,JIRA,M.Tech/M.E.,1,53,3.5,2025-03-26
IND2026521,Business Analyst,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,16.0,Agile,M.Tech/M.E.,1,53,3.5,2025-03-26
IND2026522,Technical Lead,BEL,PSU/Govt,HealthTech,Chandigarh,Tier 2,Fresher (0-1 yr),Part-Time,Hybrid,3.8,Agile,B.Tech/B.E.,2,178,4.1,2024-12-17
IND2026522,Technical Lead,BEL,PSU/Govt,HealthTech,Chandigarh,Tier 2,Fresher (0-1 yr),Part-Time,Hybrid,3.8,AWS,B.Tech/B.E.,2,178,4.1,2024-12-17
IND2026522,Technical Lead,BEL,PSU/Govt,HealthTech,Chandigarh,Tier 2,Fresher (0-1 yr),Part-Time,Hybrid,3.8,Microservices,B.Tech/B.E.,2,178,4.1,2024-12-17
IND2026522,Technical Lead,BEL,PSU/Govt,HealthTech,Chandigarh,Tier 2,Fresher (0-1 yr),Part-Time,Hybrid,3.8,Team Leadership,B.Tech/B.E.,2,178,4.1,2024-12-17
IND2026522,Technical Lead,BEL,PSU/Govt,HealthTech,Chandigarh,Tier 2,Fresher (0-1 yr),Part-Time,Hybrid,3.8,Code Review,B.Tech/B.E.,2,178,4.1,2024-12-17
IND2026523,Software Engineer,Cognizant,MNC,Information Technology,Coimbatore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,4.2,Java,MBA,1,40,3.6,2024-09-13
